MMA init error = -82
MMA init error = 0
MMA init pass
MMA Sensor Connected, ID = 26
65232.00 ,4744.00 ,56100.00 , 
65232.00 ,4744.00 ,56100.00 , 
65232.00 ,4744.00 ,56100.00 , 
65232.00 ,4744.00 ,56100.00 , 
65232.00 ,4744.00 ,56100.00 , 
65248.00 ,5140.00 ,56220.00 , 
65248.00 ,5140.00 ,56220.00 , 
65248.00 ,5140.00 ,56220.00 , 
65248.00 ,5080.00 ,56276.00 , 
65272.00 ,5080.00 ,56276.00 , 
65272.00 ,5080.00 ,56276.00 , 
65272.00 ,5080.00 ,56276.00 , 
65272.00 ,5080.00 ,56276.00 , 
65272.00 ,5080.00 ,56276.00 , 
65272.00 ,5080.00 ,56276.00 , 
65272.00 ,5080.00 ,56276.00 , 
65272.00 ,5080.00 ,56276.00 , 
65300.00 ,5392.00 ,56356.00 , 
65300.00 ,5392.00 ,56356.00 , 
65300.00 ,5392.00 ,56356.00 , 
65300.00 ,5392.00 ,56356.00 , 
65300.00 ,5392.00 ,56480.00 , 
65248.00 ,5396.00 ,56480.00 , 
65248.00 ,5396.00 ,56480.00 , 
65248.00 ,5396.00 ,56480.00 , 
65248.00 ,5396.00 ,56480.00 , 
65240.00 ,5464.00 ,56504.00 , 
65240.00 ,5464.00 ,56504.00 , 
65240.00 ,5464.00 ,56504.00 , 
65240.00 ,5464.00 ,56544.00 , 
65156.00 ,5552.00 ,56544.00 , 
65156.00 ,5552.00 ,56544.00 , 
65156.00 ,5552.00 ,56544.00 , 
65156.00 ,5552.00 ,56544.00 , 
65156.00 ,5552.00 ,56544.00 , 
65156.00 ,5552.00 ,56544.00 , 
65156.00 ,5552.00 ,56536.00 , 
65192.00 ,5580.00 ,56536.00 , 
65192.00 ,5580.00 ,56536.00 , 
65192.00 ,5580.00 ,56536.00 , 
65192.00 ,5580.00 ,56536.00 , 
65192.00 ,5580.00 ,56536.00 , 
65192.00 ,5580.00 ,56536.00 , 
65228.00 ,5452.00 ,56616.00 , 
65228.00 ,5452.00 ,56616.00 , 
65228.00 ,5452.00 ,56616.00 , 
65228.00 ,5452.00 ,56616.00 , 
65228.00 ,5452.00 ,56616.00 , 
65228.00 ,5452.00 ,56616.00 , 
65228.00 ,5452.00 ,56616.00 , 
65228.00 ,5452.00 ,56616.00 , 
65184.00 ,5252.00 ,56704.00 , 
65184.00 ,5252.00 ,56704.00 , 
65184.00 ,5252.00 ,56704.00 , 
65184.00 ,5252.00 ,56704.00 , 
65184.00 ,5252.00 ,56704.00 , 
65184.00 ,5252.00 ,56704.00 , 
65184.00 ,5252.00 ,56704.00 , 
65204.00 ,5312.00 ,56828.00 , 
65204.00 ,5312.00 ,56828.00 , 
65204.00 ,5312.00 ,56828.00 , 
65204.00 ,5312.00 ,56828.00 , 
65204.00 ,5312.00 ,56828.00 , 
65204.00 ,5312.00 ,56828.00 , 
65152.00 ,5200.00 ,56884.00 , 
65152.00 ,5200.00 ,56884.00 , 
65152.00 ,5200.00 ,56884.00 , 
65152.00 ,5200.00 ,56884.00 , 
65152.00 ,5200.00 ,56884.00 , 
65152.00 ,5200.00 ,56884.00 , 
65152.00 ,5200.00 ,56884.00 , 
65152.00 ,5200.00 ,56884.00 , 
65152.00 ,5200.00 ,56884.00 , 
65152.00 ,5200.00 ,56884.00 , 
65152.00 ,5200.00 ,56884.00 , 
65152.00 ,5200.00 ,56884.00 , 
65152.00 ,5200.00 ,56884.00 , 
65196.00 ,4972.00 ,57008.00 , 
65196.00 ,4972.00 ,57008.00 , 
65196.00 ,4972.00 ,57008.00 , 
65196.00 ,4972.00 ,57008.00 , 
65196.00 ,4972.00 ,57008.00 , 
65196.00 ,4972.00 ,57008.00 , 
65196.00 ,4972.00 ,57008.00 , 
65196.00 ,4972.00 ,57008.00 , 
65196.00 ,4972.00 ,57008.00 , 
65196.00 ,4972.00 ,57008.00 , 
65196.00 ,4972.00 ,57008.00 , 
65196.00 ,4972.00 ,57008.00 , 
65196.00 ,4972.00 ,57008.00 , 
65196.00 ,4972.00 ,57008.00 , 
65196.00 ,4972.00 ,57008.00 , 
65196.00 ,4972.00 ,57008.00 , 
65156.00 ,4724.00 ,57264.00 , 
65156.00 ,4724.00 ,57264.00 , 
65156.00 ,4724.00 ,57264.00 , 
65156.00 ,4724.00 ,57264.00 , 
65156.00 ,4724.00 ,57264.00 , 
65156.00 ,4724.00 ,57264.00 , 
65156.00 ,4724.00 ,57264.00 , 
65156.00 ,4724.00 ,57264.00 , 
65156.00 ,4724.00 ,57264.00 , 
65156.00 ,4724.00 ,57264.00 , 
65156.00 ,4724.00 ,57264.00 , 
65156.00 ,4724.00 ,57264.00 , 
65156.00 ,4724.00 ,57264.00 , 
65156.00 ,4724.00 ,57264.00 , 
65156.00 ,4724.00 ,57264.00 , 
65200.00 ,4512.00 ,57220.00 , 
65200.00 ,4512.00 ,57220.00 , 
65200.00 ,4512.00 ,57220.00 , 
65200.00 ,4512.00 ,57220.00 , 
65200.00 ,4512.00 ,57220.00 , 
65200.00 ,4512.00 ,57220.00 , 
65200.00 ,4512.00 ,57220.00 , 
65200.00 ,4512.00 ,57220.00 , 
65200.00 ,4512.00 ,57220.00 , 
65200.00 ,4512.00 ,57220.00 , 
65200.00 ,4512.00 ,57220.00 , 
65200.00 ,4512.00 ,57220.00 , 
65200.00 ,4512.00 ,57220.00 , 
65200.00 ,4512.00 ,57220.00 , 
65200.00 ,4512.00 ,57220.00 , 
65200.00 ,4512.00 ,57220.00 , 
65160.00 ,4236.00 ,57364.00 , 
65160.00 ,4236.00 ,57364.00 , 
65160.00 ,4236.00 ,57364.00 , 
65160.00 ,4236.00 ,57364.00 , 
65160.00 ,4236.00 ,57364.00 , 
65160.00 ,4236.00 ,57364.00 , 
65160.00 ,4236.00 ,57364.00 , 
65160.00 ,4236.00 ,57364.00 , 
65160.00 ,4236.00 ,57364.00 , 
65160.00 ,4236.00 ,57364.00 , 
65160.00 ,4236.00 ,57364.00 , 
65160.00 ,4236.00 ,57364.00 , 
65160.00 ,4236.00 ,57364.00 , 
65160.00 ,4236.00 ,57364.00 , 
65160.00 ,4236.00 ,57364.00 , 
65160.00 ,3876.00 ,57592.00 , 
65172.00 ,3876.00 ,57592.00 , 
65172.00 ,3876.00 ,57592.00 , 
65172.00 ,3876.00 ,57592.00 , 
65172.00 ,3876.00 ,57592.00 , 
65172.00 ,3876.00 ,57592.00 , 
65172.00 ,3876.00 ,57592.00 , 
65172.00 ,3876.00 ,57592.00 , 
65172.00 ,3876.00 ,57592.00 , 
65172.00 ,3876.00 ,57592.00 , 
65172.00 ,3876.00 ,57592.00 , 
65172.00 ,3876.00 ,57592.00 , 
65172.00 ,3876.00 ,57592.00 , 
65172.00 ,3876.00 ,57592.00 , 
65172.00 ,3876.00 ,57592.00 , 
65172.00 ,3876.00 ,57896.00 , 
65176.00 ,3508.00 ,57896.00 , 
65176.00 ,3508.00 ,57896.00 , 
65176.00 ,3508.00 ,57896.00 , 
65176.00 ,3508.00 ,57896.00 , 
65176.00 ,3508.00 ,57896.00 , 
65176.00 ,3508.00 ,57896.00 , 
65176.00 ,3508.00 ,57896.00 , 
65176.00 ,3508.00 ,57896.00 , 
65176.00 ,3508.00 ,57896.00 , 
65176.00 ,3508.00 ,57896.00 , 
65176.00 ,3508.00 ,57896.00 , 
65176.00 ,3508.00 ,57896.00 , 
65176.00 ,3508.00 ,57896.00 , 
65176.00 ,3508.00 ,57896.00 , 
65176.00 ,3508.00 ,57896.00 , 
65232.00 ,3212.00 ,58256.00 , 
65232.00 ,3212.00 ,58256.00 , 
65232.00 ,3212.00 ,58256.00 , 
